seq_num,timestamp_ms,ecg_val,resp_val,spo2_val,temp_val,fault_status
138,1104.0,0.3098169068089997,0.7468184453871273,98.0,37.0,CLEAN
139,1112.0,0.31373476534205164,0.7605059968871121,98.0,37.0,CLEAN
140,1120.0,0.3098169068089997,0.7732169560838649,98.0,37.0,CLEAN
141,1128.0,0.33528298727383743,0.7859279152806177,98.0,37.0,CLEAN
142,1136.0,0.33528298727383743,0.7986388744773705,98.0,37.0,CLEAN
143,1144.0,0.34902610040930876,0.8123111667226173,98.0,37.0,CLEAN
144,1152.0,0.3646975345415166,0.825998718222602,98.0,37.0,CLEAN
145,1160.0,0.374522789143936,0.8396862697225868,98.0,37.0,CLEAN
146,1168.0,0.4039067281418257,0.8543504135258034,98.0,37.0,CLEAN
147,1176.0,0.42548555834340096,0.869991149632252,98.0,37.0,CLEAN
148,1184.0,0.44902331781150223,0.8846552934354686,98.0,37.0,CLEAN
149,1192.0,0.48039679434570737,0.9002960295419171,98.0,37.0,CLEAN
150,1200.0,0.5156881294129645,0.9149601733451338,98.0,37.0,CLEAN
151,1208.0,0.5705993654152709,0.9286477248451186,98.0,37.0,CLEAN
152,1216.0,0.60980855901558,0.9413434247871334,98.0,37.0,CLEAN
153,1224.0,0.6764733706170423,0.9550309762871181,98.0,37.0,CLEAN
154,1232.0,0.7313846066193487,0.967741935483871,98.0,37.0,CLEAN
155,1240.0,0.7764705880192357,0.9814294869838557,98.0,37.0,CLEAN
156,1248.0,0.800008347487337,0.9911954100161748,98.0,37.0,CLEAN
157,1256.0,0.800008347487337,1.0,98.0,37.0,CLEAN
158,1264.0,0.800008347487337,1.0,98.0,37.0,CLEAN
159,1272.0,0.7764705880192357,1.0,98.0,37.0,CLEAN
160,1280.0,0.7156825642173513,1.0,98.0,37.0,CLEAN
161,1288.0,0.6509766818824151,1.0,98.0,37.0,CLEAN
162,1296.0,0.5843118702809528,1.0,98.0,37.0,CLEAN
163,1304.0,0.5058934830803345,1.0,98.0,37.0,CLEAN
164,1312.0,0.4352802046760309,1.0,98.0,37.0,CLEAN
165,1320.0,0.37057432234109455,1.0,98.0,37.0,CLEAN
166,1328.0,0.3294061994742595,1.0,98.0,37.0,CLEAN
167,1336.0,0.2901970058739504,1.0,98.0,37.0,CLEAN
168,1344.0,0.25882352933974523,1.0,98.0,37.0,CLEAN
169,1352.0,0.23920362840469597,1.0,98.0,37.0,CLEAN
170,1360.0,0.22940898207206606,1.0,98.0,37.0,CLEAN
171,1368.0,0.23920362840469597,1.0,98.0,37.0,CLEAN
172,1376.0,0.2549056708066933,1.0,98.0,37.0,CLEAN
173,1384.0,0.2647003171393232,1.0,98.0,37.0,CLEAN
174,1392.0,0.28432021807437247,1.0,98.0,37.0,CLEAN
175,1400.0,0.3039095107396323,1.0,98.0,37.0,CLEAN
176,1408.0,0.3294061994742595,1.0,98.0,37.0,CLEAN
177,1416.0,0.3451082418762568,1.0,98.0,37.0,CLEAN
178,1424.0,0.3549028882088867,1.0,98.0,37.0,CLEAN
179,1432.0,0.37057432234109455,1.0,98.0,37.0,CLEAN
180,1440.0,0.38039957694351395,1.0,98.0,37.0,CLEAN
181,1448.0,0.3843174354765659,1.0,98.0,37.0,CLEAN
182,1456.0,0.3941120818091958,1.0,98.0,37.0,CLEAN
183,1464.0,0.3843174354765659,1.0,98.0,37.0,CLEAN
184,1472.0,0.3843174354765659,1.0,98.0,37.0,CLEAN
185,1480.0,0.38039957694351395,1.0,98.0,37.0,CLEAN
186,1488.0,0.374522789143936,1.0,98.0,37.0,CLEAN
187,1496.0,0.37057432234109455,1.0,98.0,37.0,CLEAN
188,1504.0,0.3646975345415166,1.0,98.0,37.0,CLEAN
189,1512.0,0.3588207467419387,1.0,98.0,37.0,CLEAN
190,1520.0,0.374522789143936,1.0,98.0,37.0,CLEAN
191,1528.0,0.3843174354765659,1.0,98.0,37.0,CLEAN
192,1536.0,0.38039957694351395,1.0,98.0,37.0,CLEAN
193,1544.0,0.3588207467419387,1.0,98.0,37.0,CLEAN
194,1552.0,0.34902610040930876,1.0,98.0,37.0,CLEAN
195,1560.0,0.31373476534205164,1.0,98.0,37.0,CLEAN
196,1568.0,0.3098169068089997,1.0,98.0,37.0,CLEAN
197,1576.0,0.3196115531416296,1.0,98.0,37.0,CLEAN
198,1584.0,0.33528298727383743,1.0,98.0,37.0,CLEAN
199,1592.0,0.3392008458068894,1.0,98.0,37.0,CLEAN
200,1600.0,0.33528298727383743,1.0,98.0,37.0,CLEAN
201,1608.0,0.33528298727383743,1.0,98.0,37.0,CLEAN
202,1616.0,0.3235294116746816,1.0,98.0,37.0,CLEAN
203,1624.0,0.3294061994742595,1.0,98.0,37.0,CLEAN
204,1632.0,0.33528298727383743,0.989242225409711,98.0,37.0,CLEAN
205,1640.0,0.3451082418762568,0.9784997100741599,98.0,37.0,CLEAN
206,1648.0,0.2999916522065803,0.9589373455000457,98.0,37.0,CLEAN
207,1656.0,0.25882352933974523,0.9393902401806695,98.0,37.0,CLEAN
208,1664.0,0.7156825642173513,0.9188665425580614,98.0,37.0,CLEAN
209,1672.0,1.503906727835743,0.8983428449354534,98.0,37.0,CLEAN
210,1680.0,1.503906727835743,0.8787804803613392,98.0,37.0,CLEAN
211,1688.0,1.3784434299687118,0.859233375041963,98.0,37.0,CLEAN
212,1696.0,0.5196059879460164,0.8406628620258186,98.0,37.0,CLEAN
213,1704.0,0.4039067281418257,0.8230689413129063,98.0,37.0,CLEAN
214,1712.0,0.4098141242111931,0.8035218359935301,98.0,37.0,CLEAN
215,1720.0,0.37057432234109455,0.7849513229773858,98.0,37.0,CLEAN
216,1728.0,0.3549028882088867,0.7644123661000397,98.0,37.0,CLEAN
217,1736.0,0.33528298727383743,0.7448652607806635,98.0,37.0,CLEAN
218,1744.0,0.3549028882088867,0.7262947477645192,98.0,37.0,CLEAN
219,1752.0,0.37057432234109455,0.7077242347483749,98.0,37.0,CLEAN
220,1760.0,0.374522789143936,0.6911069063386944,98.0,37.0,CLEAN
221,1768.0,0.3646975345415166,0.673512985625782,98.0,37.0,CLEAN
222,1776.0,0.38039957694351395,0.6568956572161015,98.0,37.0,CLEAN
223,1784.0,0.38039957694351395,0.6393017365031892,98.0,37.0,CLEAN
224,1792.0,0.38039957694351395,0.6236610003967407,98.0,37.0,CLEAN
225,1800.0,0.3999888696087737,0.6070436719870601,98.0,37.0,CLEAN
226,1808.0,0.419608770543823,0.5923795281838435,98.0,37.0,CLEAN
227,1816.0,0.419608770543823,0.5777153843806269,98.0,37.0,CLEAN
228,1824.0,0.4607768934106581,0.5650044251838741,98.0,37.0,CLEAN
229,1832.0,0.4745200065461294,0.5522934659871211,98.0,37.0,CLEAN
230,1840.0,0.5058934830803345,0.5425275429548021,98.0,37.0,CLEAN
231,1848.0,0.5254827757455944,0.532746360667745,98.0,37.0,CLEAN
232,1856.0,0.5901886580805307,0.5249336222418897,98.0,37.0,CLEAN
233,1864.0,0.6196032053482099,0.5171056245612964,98.0,37.0,CLEAN
234,1872.0,0.6764733706170423,0.5102694784386731,98.0,37.0,CLEAN
235,1880.0,0.7215593520169293,0.5043946653645436,98.0,37.0,CLEAN
236,1888.0,0.7509738992846084,0.49951170384838406,98.0,37.0,CLEAN
237,1896.0,0.7764705880192357,0.4956053346354564,98.0,37.0,CLEAN
238,1904.0,0.7705938002196577,0.4916837061677908,98.0,37.0,CLEAN
239,1912.0,0.7705938002196577,0.48777733695486314,98.0,37.0,CLEAN
240,1920.0,0.7450971114850305,0.4848475600451674,98.0,37.0,CLEAN
241,1928.0,0.6901858754827241,0.4819177831354717,98.0,37.0,CLEAN
242,1936.0,0.6293978516808398,0.4789880062257759,98.0,37.0,CLEAN
243,1944.0,0.5646919693459035,0.4770348216193121,98.0,37.0,CLEAN
244,1952.0,0.5058934830803345,0.4750663777581103,98.0,37.0,CLEAN
245,1960.0,0.45490010561108013,0.47311319315164646,98.0,37.0,CLEAN
246,1968.0,0.4156909120107711,0.47116000854518264,98.0,37.0,CLEAN
247,1976.0,0.39019422327614384,0.47018341624195076,98.0,37.0,CLEAN
248,1984.0,0.3646975345415166,0.46823023163548694,98.0,37.0,CLEAN
249,1992.0,0.3451082418762568,0.467253639332255,98.0,37.0,CLEAN
250,2000.0,0.33528298727383743,0.4653004547257912,98.0,37.0,CLEAN
251,2008.0,0.3294061994742595,0.4643238624225593,98.0,37.0,CLEAN
252,2016.0,0.33528298727383743,0.46139408551286354,98.0,37.0,CLEAN
253,2024.0,0.3235294116746816,0.4594256416516617,98.0,37.0,CLEAN
254,2032.0,0.3392008458068894,0.456495864741966,98.0,37.0,CLEAN
255,2040.0,0.3588207467419387,0.45356608783227026,98.0,37.0,CLEAN
256,2048.0,0.3646975345415166,0.44868312631611074,98.0,37.0,CLEAN
257,2056.0,0.374522789143936,0.4447767571031831,98.0,37.0,CLEAN
258,2064.0,0.3646975345415166,0.43890194402905364,98.0,37.0,CLEAN
259,2072.0,0.38039957694351395,0.43401898251289406,98.0,37.0,CLEAN
260,2080.0,0.3843174354765659,0.4281594286935026,98.0,37.0,CLEAN
261,2088.0,0.3941120818091958,0.42228461561937314,98.0,37.0,CLEAN
262,2096.0,0.4039067281418257,0.41447187719351786,98.0,37.0,CLEAN
263,2104.0,0.38039957694351395,0.4066438795129246,98.0,37.0,CLEAN
264,2112.0,0.3941120818091958,0.3968779564806055,98.0,37.0,CLEAN
265,2120.0,0.3941120818091958,0.3870967741935484,98.0,37.0,CLEAN
266,2128.0,0.38039957694351395,0.3763389996032594,98.0,37.0,CLEAN
267,2136.0,0.374522789143936,0.36559648426770835,98.0,37.0,CLEAN
268,2144.0,0.37057432234109455,0.35386211737418743,98.0,37.0,CLEAN
269,2152.0,0.374522789143936,0.3421277504806665,98.0,37.0,CLEAN
270,2160.0,0.39019422327614384,0.33138523514511553,98.0,37.0,CLEAN
271,2168.0,0.3999888696087737,0.32160405285805843,98.0,37.0,CLEAN
272,2176.0,0.3941120818091958,0.3127994628742332,98.0,37.0,CLEAN
273,2184.0,0.39019422327614384,0.3030335398419141,98.0,37.0,CLEAN
274,2192.0,0.38039957694351395,0.29520554216132083,98.0,37.0,CLEAN
275,2200.0,0.3549028882088867,0.28739280373546555,98.0,37.0,CLEAN
276,2208.0,0.3196115531416296,0.2805413983581042,98.0,37.0,CLEAN
277,2216.0,0.3451082418762568,0.2737052522354808,98.0,37.0,CLEAN
278,2224.0,0.3588207467419387,0.26784569841608935,98.0,37.0,CLEAN
279,2232.0,0.374522789143936,0.26294747764519183,98.0,37.0,CLEAN
280,2240.0,0.37057432234109455,0.2590411084322642,98.0,37.0,CLEAN
281,2248.0,0.374522789143936,0.25513473921933655,98.0,37.0,CLEAN
282,2256.0,0.3392008458068894,0.25318155461287273,98.0,37.0,CLEAN
283,2264.0,0.34902610040930876,0.2512283700064089,98.0,37.0,CLEAN
284,2272.0,0.3392008458068894,0.25025177770317697,98.0,37.0,CLEAN
285,2280.0,0.34902610040930876,0.25025177770317697,98.0,37.0,CLEAN
286,2288.0,0.3549028882088867,0.2512283700064089,98.0,37.0,CLEAN
287,2296.0,0.26861817567237517,0.2522049623096408,98.0,37.0,CLEAN
288,2304.0,0.44902331781150223,0.25318155461287273,98.0,37.0,CLEAN
289,2312.0,1.1764594576280094,0.25513473921933655,98.0,37.0,CLEAN
290,2320.0,1.503906727835743,0.25611133152256843,98.0,37.0,CLEAN
291,2328.0,1.503906727835743,0.25806451612903225,98.0,37.0,CLEAN
292,2336.0,0.8156797816195448,0.2590411084322642,98.0,37.0,CLEAN
293,2344.0,0.45490010561108013,0.26001770073549607,98.0,37.0,CLEAN
294,2352.0,0.42940341687645295,0.2590411084322642,98.0,37.0,CLEAN
295,2360.0,0.3999888696087737,0.2590411084322642,98.0,37.0,CLEAN
296,2368.0,0.3646975345415166,0.25708792382580037,98.0,37.0,CLEAN
297,2376.0,0.34902610040930876,0.25611133152256843,98.0,37.0,CLEAN
298,2384.0,0.3392008458068894,0.2541581469161046,98.0,37.0,CLEAN
299,2392.0,0.34902610040930876,0.2522049623096408,98.0,37.0,CLEAN
300,2400.0,0.37057432234109455,0.24925992614520706,98.0,37.0,CLEAN
301,2408.0,0.3588207467419387,0.24633014923551133,98.0,37.0,CLEAN
302,2416.0,0.38039957694351395,0.24144718771935178,98.0,37.0,CLEAN
303,2424.0,0.3941120818091958,0.23754081850642414,98.0,37.0,CLEAN
304,2432.0,0.4039067281418257,0.2326425977355266,98.0,37.0,CLEAN
305,2440.0,0.4156909120107711,0.22678304391613513,98.0,37.0,CLEAN
306,2448.0,0.419608770543823,0.22092349009674367,98.0,37.0,CLEAN
307,2456.0,0.42940341687645295,0.2150486770226142,98.0,37.0,CLEAN
308,2464.0,0.44902331781150223,0.20821253089999084,98.0,37.0,CLEAN
309,2472.0,0.4706021480130775,0.20235297708059938,98.0,37.0,CLEAN
310,2480.0,0.49019144067833725,0.19647816400646992,98.0,37.0,CLEAN
311,2488.0,0.5196059879460164,0.19159520249031037,98.0,37.0,CLEAN
312,2496.0,0.5646919693459035,0.18768883327738273,98.0,37.0,CLEAN
313,2504.0,0.6000139126829501,0.18279061250648518,98.0,37.0,CLEAN
314,2512.0,0.6450998940828371,0.17888424329355754,98.0,37.0,CLEAN
315,2520.0,0.6960932715520916,0.1749778740806299,98.0,37.0,CLEAN
316,2528.0,0.7450971114850305,0.17107150486770226,98.0,37.0,CLEAN
317,2536.0,0.7764705880192357,0.16812646870326853,98.0,37.0,CLEAN
318,2544.0,0.796090488954285,0.1651966917935728,98.0,37.0,CLEAN
319,2552.0,0.796090488954285,0.16324350718710898,98.0,37.0,CLEAN
320,2560.0,0.7803884465522877,0.16129032258064516,98.0,37.0,CLEAN
321,2568.0,0.7411792529519786,0.15933713797418134,98.0,37.0,CLEAN
322,2576.0,0.7000111300851435,0.15836054567094943,98.0,37.0,CLEAN
323,2584.0,0.6509766818824151,0.15738395336771752,98.0,37.0,CLEAN
324,2592.0,0.5843118702809528,0.1554307687612537,98.0,37.0,CLEAN
325,2600.0,0.5254827757455944,0.15445417645802179,98.0,37.0,CLEAN
326,2608.0,0.48039679434570737,0.15347758415478988,98.0,37.0,CLEAN
327,2616.0,0.45490010561108013,0.15248573259681997,98.0,37.0,CLEAN
328,2624.0,0.42940341687645295,0.15150914029358806,98.0,37.0,CLEAN
329,2632.0,0.4156909120107711,0.15053254799035615,98.0,37.0,CLEAN
330,2640.0,0.3999888696087737,0.14955595568712424,98.0,37.0,CLEAN
331,2648.0,0.39019422327614384,0.14857936338389233,98.0,37.0,CLEAN
332,2656.0,0.39019422327614384,0.14760277108066042,98.0,37.0,CLEAN
333,2664.0,0.4039067281418257,0.1466261787774285,98.0,37.0,CLEAN
334,2672.0,0.4156909120107711,0.14467299417096469,98.0,37.0,CLEAN
335,2680.0,0.4098141242111931,0.14271980956450087,98.0,37.0,CLEAN
336,2688.0,0.419608770543823,0.14076662495803705,98.0,37.0,CLEAN
337,2696.0,0.42548555834340096,0.13783684804834131,98.0,37.0,CLEAN
338,2704.0,0.419608770543823,0.13391521958067568,98.0,37.0,CLEAN
339,2712.0,0.42548555834340096,0.13098544267097995,98.0,37.0,CLEAN
340,2720.0,0.4156909120107711,0.1270790734580523,98.0,37.0,CLEAN
341,2728.0,0.42548555834340096,0.12317270424512466,98.0,37.0,CLEAN
342,2736.0,0.42548555834340096,0.11827448347422712,98.0,37.0,CLEAN
343,2744.0,0.4156909120107711,0.11241492965483565,98.0,37.0,CLEAN
344,2752.0,0.4098141242111931,0.10557878353221228,98.0,37.0,CLEAN
345,2760.0,0.4039067281418257,0.09872737815485091,98.0,37.0,CLEAN
346,2768.0,0.3941120818091958,0.09091463972899563,98.0,37.0,CLEAN
347,2776.0,0.4039067281418257,0.08308664204840235,98.0,37.0,CLEAN
348,2784.0,0.3999888696087737,0.07527390362254707,98.0,37.0,CLEAN
349,2792.0,0.38039957694351395,0.06646931363872188,98.0,37.0,CLEAN
350,2800.0,0.4039067281418257,0.05963316751609851,98.0,37.0,CLEAN
351,2808.0,0.4098141242111931,0.05278176213873714,98.0,37.0,CLEAN
352,2816.0,0.4039067281418257,0.04789880062257759,98.0,37.0,CLEAN
353,2824.0,0.4156909120107711,0.04203924680318613,98.0,37.0,CLEAN
354,2832.0,0.3941120818091958,0.03714102603228858,98.0,37.0,CLEAN
355,2840.0,0.374522789143936,0.03225806451612903,98.0,37.0,CLEAN
356,2848.0,0.3646975345415166,0.02737510299996948,98.0,37.0,CLEAN
357,2856.0,0.3588207467419387,0.023453474532303842,98.0,37.0,CLEAN
358,2864.0,0.3588207467419387,0.02150028992584002,98.0,37.0,CLEAN
359,2872.0,0.3646975345415166,0.0195471053193762,98.0,37.0,CLEAN
360,2880.0,0.3549028882088867,0.0195471053193762,98.0,37.0,CLEAN
361,2888.0,0.3588207467419387,0.0195471053193762,98.0,37.0,CLEAN
362,2896.0,0.34902610040930876,0.02247688222907193,98.0,37.0,CLEAN
363,2904.0,0.3392008458068894,0.02639851069673757,98.0,37.0,CLEAN
364,2912.0,0.33528298727383743,0.03128147221289712,98.0,37.0,CLEAN
365,2920.0,0.33528298727383743,0.03714102603228858,98.0,37.0,CLEAN
366,2928.0,0.3451082418762568,0.04496902371288186,98.0,37.0,CLEAN
